medcode,READcode,Readterm,IHD,MI,Hypertension,AF,CVA,Diabetes,Iron_deficiency,Asthma,COPD,Cancer,Depression,Dementia
31772,BBGM.00,[m]dermatofibrosarcoma nos,,,,,,,,,,1,,
110065,B6y1.12,osteomyelofibrosis,,,,,,,,,,1,,
50579,B214.00,"malignant neoplasm, overlapping lesion of larynx",,,,,,,,,,1,,
12490,B550200,malignant neoplasm of nose nos,,,,,,,,,,1,,
30646,B6y..00,malignant neoplasm lymphatic or haematopoietic tissue os,,,,,,,,,,1,,
67107,B230.00,malignant neoplasm of parietal pleura,,,,,,,,,,1,,
53882,B810z00,carcinoma in situ of larynx nos,,,,,,,,,,1,,
33561,B803z00,carcinoma in situ of colon nos,,,,,,,,,,1,,
114549,B565100,secondary and unspec malig neop inferior epigastric ln,,,,,,,,,,1,,
54182,B33z100,naevoid basal cell carcinoma syndrome,,,,,,,,,,1,,
72433,BBh0.00,[m]reticulosarcoma nos,,,,,,,,,,1,,
66694,BBr6311,[m]naegeli-type monocytic leukaemia,,,,,,,,,,1,,
41215,B111100,malignant neoplasm of pyloric canal of stomach,,,,,,,,,,1,,
45458,BB2F.00,"[m]squamous cell carcinoma, spindle cell type",,,,,,,,,,1,,
96783,B005.00,malignant neoplasm of commissure of lip,,,,,,,,,,1,,
15507,B56z.00,secondary and unspec malig neop lymph nodes nos,,,,,,,,,,1,,
62088,BBEG.00,[m]malignant melanoma in hutchinson's melanotic freckle,,,,,,,,,,1,,
44166,B80z.00,carcinoma in situ of other and unspecified digestive organs,,,,,,,,,,1,,
29284,ZV10112,[v]personal history of malignant neoplasm of lung,,,,,,,,,,1,,
58094,B412.00,"malignant neoplasm, overlapping lesion of cervix uteri",,,,,,,,,,1,,
4118,BBV9.00,[m]myxoid chondrosarcoma,,,,,,,,,,1,,
27542,B827300,carcinoma in situ of skin of lower leg,,,,,,,,,,1,,
39430,B0zz.00,"malignant neoplasm of lip, oral cavity and pharynx nos",,,,,,,,,,1,,
104790,B601800,lymphosarcoma of lymph nodes of multiple sites,,,,,,,,,,1,,
65159,B180100,malignant neoplasm of perinephric tissue,,,,,,,,,,1,,
34145,B58y600,secondary malignant neoplasm of testis,,,,,,,,,,1,,
106137,BBh..00,[m]reticulosarcomas,,,,,,,,,,1,,
24228,B831000,carcinoma in situ of endocervix,,,,,,,,,,1,,
68197,B337300,malignant neoplasm of skin of popliteal fossa area,,,,,,,,,,1,,
31364,B050.00,malignant neoplasm of cheek mucosa,,,,,,,,,,1,,
49145,B58y700,secondary malignant neoplasm of penis,,,,,,,,,,1,,
47850,B828600,"melanoma in situ of lower limb, including hip",,,,,,,,,,1,,
48275,BBK3600,[m]embryonal rhabdomyosarcoma,,,,,,,,,,1,,
7740,B470200,seminoma of undescended testis,,,,,,,,,,1,,
54679,B594.00,secondary malignant neoplasm of unknown site,,,,,,,,,,1,,
7856,BBJH.00,[m]dedifferentiated liposarcoma,,,,,,,,,,1,,
72197,B67y000,lymphosarcoma cell leukaemia,,,,,,,,,,1,,
60563,B825z00,carcinoma in situ of skin of trunk nos,,,,,,,,,,1,,
64897,ByuE000,[x]malignant neoplasms/independent(primary)multiple sites,,,,,,,,,,1,,
4413,B650.00,acute myeloid leukaemia,,,,,,,,,,1,,
72310,BBr0400,[m]aleukaemic leukaemia nos,,,,,,,,,,1,,
22158,B630000,"malignant plasma cell neoplasm, extramedullary plasmacytoma",,,,,,,,,,1,,
47810,B59..00,malignant neoplasm of unspecified site,,,,,,,,,,1,,
865,B32..00,malignant melanoma of skin,,,,,,,,,,1,,
65122,B624000,leukaemic reticuloendotheliosis of unspecified sites,,,,,,,,,,1,,
43703,BBL7.11,[m]nephromas and nephroblastomas,,,,,,,,,,1,,
40598,Byu7.00,[x]malignant neoplasm of female genital organs,,,,,,,,,,1,,
110537,ZRVy.11,mac - mental adjustment to cancer scale,,,,,,,,,,1,,
70765,ZRVy.00,mental adjustment to cancer scale,,,,,,,,,,1,,
49358,B826300,carcinoma in situ of skin of hand,,,,,,,,,,1,,
30402,B050.11,malignant neoplasm of buccal mucosa,,,,,,,,,,1,,
36401,B587.00,secondary malignant neoplasm of adrenal gland,,,,,,,,,,1,,
31573,B23..00,malignant neoplasm of pleura,,,,,,,,,,1,,
63915,B564.00,secondary and unspec malig neop inguinal and lower limb ln,,,,,,,,,,1,,
50290,B6z0.00,kaposi's sarcoma of lymph nodes,,,,,,,,,,1,,
40443,B33..15,malignant neoplasm of sweat gland,,,,,,,,,,1,,
44615,B586.00,secondary malignant neoplasm of ovary,,,,,,,,,,1,,
45824,B58y900,secondary malignant neoplasm of tongue,,,,,,,,,,1,,
110147,BB5D711,[m]hepatocholangiocarcinoma,,,,,,,,,,1,,
29826,B342.00,malignant neoplasm of upper-inner quadrant of female breast,,,,,,,,,,1,,
105335,B62A.00,sarcoma of dendritic cells,,,,,,,,,,1,,
62199,BB5W.00,[m]oxyphilic adenomas and adenocarcinomas,,,,,,,,,,1,,
97593,BBZG.00,"[m]ameloblastoma, malignant",,,,,,,,,,1,,
65372,B11yz00,malignant neoplasm of other specified site of stomach nos,,,,,,,,,,1,,
16760,B58y000,secondary malignant neoplasm of breast,,,,,,,,,,1,,
3135,B823400,carcinoma in situ of skin of nose,,,,,,,,,,1,,
7805,B440.00,malignant neoplasm of ovary,,,,,,,,,,1,,
36104,B800700,carcinoma in situ of nasopharynx,,,,,,,,,,1,,
68524,BBW7.00,[m]chondroblastoma nos,,,,,,,,,,1,,
53803,ByuFG00,[x]other carcinoma in situ of breast,,,,,,,,,,1,,
30526,Byu5100,"[x]mesothelioma, unspecified",,,,,,,,,,1,,
104854,BB3H.00,[m]trichoblastoma,,,,,,,,,,1,,
24301,B57..12,secondary carcinoma of respiratory and/or digestive systems,,,,,,,,,,1,,
11922,BBEG.11,[m]lentigo maligna melanoma,,,,,,,,,,1,,
35058,B812100,carcinoma in situ of main bronchus,,,,,,,,,,1,,
39554,B063.00,malignant neoplasm of vallecula,,,,,,,,,,1,,
30700,B10z.00,malignant neoplasm of oesophagus nos,,,,,,,,,,1,,
43111,B213.00,malignant neoplasm of laryngeal cartilage,,,,,,,,,,1,,
109473,B521200,malignant neoplasm of cerebral pia mater,,,,,,,,,,1,,
38575,BB62100,[m]apocrine adenocarcinoma,,,,,,,,,,1,,
1510,E202B00,cancer phobia,,,,,,,,,,1,,
107773,BBr8z00,[m]eosinophilic leukaemia nos,,,,,,,,,,1,,
15027,B62yz00,malignant lymphoma nos,,,,,,,,,,1,,
28599,BBJ1.00,[m]liposarcoma nos,,,,,,,,,,1,,
93490,B33z.11,squamous cell carcinoma of skin nos,,,,,,,,,,1,,
45510,BB2M.00,[m]lymphoepithelial carcinoma,,,,,,,,,,1,,
29898,B832.00,carcinoma in situ of other and unspecified parts of uterus,,,,,,,,,,1,,
40749,Byu3.00,[x]malignant neoplasm of bone and articular cartilage,,,,,,,,,,1,,
46939,B302000,malignant neoplasm of cervical vertebra,,,,,,,,,,1,,
113464,B624100,"leukaemic reticuloend of lymph nodes of head, face and neck",,,,,,,,,,1,,
17212,BBLH.00,[m]rhabdoid sarcoma,,,,,,,,,,1,,
54918,Z4B3.00,cancer counselling,,,,,,,,,,1,,
69821,B18y600,malignant neoplasm of the pouch of douglas,,,,,,,,,,1,,
113111,B610z00,hodgkin's paragranuloma nos,,,,,,,,,,1,,
93762,B42..00,malignant neoplasm of placenta,,,,,,,,,,1,,
94083,BB5P.00,[m]solid carcinoma nos,,,,,,,,,,1,,
70736,B58y300,secondary malignant neoplasm of vagina,,,,,,,,,,1,,
37774,B802z00,carcinoma in situ of stomach nos,,,,,,,,,,1,,
15036,B626.00,malignant mast cell tumours,,,,,,,,,,1,,
111238,BB5dz00,[m]mixed cell adenoma or adenocarcinoma nos,,,,,,,,,,1,,
35348,BB5T100,[m]papillary adenocarcinoma nos,,,,,,,,,,1,,
8695,BB12.00,[m]carcinoma nos,,,,,,,,,,1,,
42273,BB5T.00,[m]papillary adenomas and adenocarcinomas,,,,,,,,,,1,,
1952,B580.00,secondary malignant neoplasm of kidney,,,,,,,,,,1,,
69392,B561700,secondary and unspec malig neop inferior tracheobronchial ln,,,,,,,,,,1,,
23083,BBbL.00,[m]glioblastoma nos,,,,,,,,,,1,,
6935,B131.00,malignant neoplasm of transverse colon,,,,,,,,,,1,,
70637,B320.00,malignant melanoma of lip,,,,,,,,,,1,,
56121,Byu4300,"[x]malignant neoplasm of skin, unspecified",,,,,,,,,,1,,
29283,B2zy.00,malignant neoplasm of other site of respiratory tract,,,,,,,,,,1,,
95792,B62zz00,lymphoid and histiocytic malignancy nos,,,,,,,,,,1,,
115622,B305900,malignant neoplasm of second metacarpal bone,,,,,,,,,,1,,
54494,B350.00,malignant neoplasm of nipple and areola of male breast,,,,,,,,,,1,,
36031,BB5D.00,[m]hepatobiliary tract adenomas and carcinomas,,,,,,,,,,1,,
96489,ByuH000,[x]neoplasm/uncertain+unknown behaviour/oth digestive organs,,,,,,,,,,1,,
59054,9Ok7.00,cancer rehabilitation and readaption,,,,,,,,,,1,,
3969,BB9M.00,[m]intracystic carcinoma nos,,,,,,,,,,1,,
42416,B105.00,malignant neoplasm of lower third of oesophagus,,,,,,,,,,1,,
42553,BBB3.00,[m]adenocarcinoma with cartilaginous and osseous metaplasia,,,,,,,,,,1,,
54956,B50z.00,malignant neoplasm of eye nos,,,,,,,,,,1,,
12389,B4A1.00,malignant neoplasm of renal pelvis,,,,,,,,,,1,,
115847,B565400,secondary and unspec malig neop obturator lymph nodes,,,,,,,,,,1,,
73434,BB5L300,[m]adenocarcinoma in multiple adenomatous polyps,,,,,,,,,,1,,
7982,B161200,malignant neoplasm of common bile duct,,,,,,,,,,1,,
101700,B139.00,hereditary nonpolyposis colon cancer,,,,,,,,,,1,,
15644,B4A3.00,malignant neoplasm of urethra,,,,,,,,,,1,,
54793,B682.00,subacute leukaemia nos,,,,,,,,,,1,,
35325,Byu2.00,[x]malignant neoplasm of respiratory and intrathoracic orga,,,,,,,,,,1,,
51934,B808.11,carcinoma in situ of biliary system,,,,,,,,,,1,,
48808,ZV10416,[v]personal history of malignant neoplasm of testis,,,,,,,,,,1,,
108363,B509.00,malignant melanoma of eye,,,,,,,,,,1,,
6328,B834.00,carcinoma in situ of prostate,,,,,,,,,,1,,
50288,B800200,carcinoma in situ of salivary glands,,,,,,,,,,1,,
101465,B62z800,unspec malig neop lymphoid/histiocytic of multiple sites,,,,,,,,,,1,,
31750,BBr0300,[m]chronic leukaemia nos,,,,,,,,,,1,,
55550,B331100,malignant neoplasm of upper eyelid,,,,,,,,,,1,,
19162,B493.00,malignant neoplasm of anterior wall of urinary bladder,,,,,,,,,,1,,
29524,BB34.00,"[m]basal cell carcinoma, fibroepithelial type",,,,,,,,,,1,,
36495,B161211,carcinoma common bile duct,,,,,,,,,,1,,
100111,BB46.00,[m]schneiderian carcinoma,,,,,,,,,,1,,
319,B21..00,malignant neoplasm of larynx,,,,,,,,,,1,,
95182,B308100,malignant neoplasm of talus,,,,,,,,,,1,,
59520,B300200,malignant neoplasm of malar bone,,,,,,,,,,1,,
73530,B305.00,malignant neoplasm of hand bones,,,,,,,,,,1,,
17056,B6y0.11,myeloproliferative disease,,,,,,,,,,1,,
71627,BB61200,[m]sweat gland adenocarcinoma,,,,,,,,,,1,,
57427,B62y000,malignant lymphoma nos of unspecified site,,,,,,,,,,1,,
27458,B661.00,chronic monocytic leukaemia,,,,,,,,,,1,,
94597,ZV10611,[v]personal history of lymphoid leukaemia,,,,,,,,,,1,,
58121,B014.00,malignant neoplasm of anterior 2/3 of tongue unspecified,,,,,,,,,,1,,
31210,B150100,hepatoblastoma of liver,,,,,,,,,,1,,
34259,B325300,malignant melanoma of groin,,,,,,,,,,1,,
112982,B612300,hodgkin's sarcoma of intra-abdominal lymph nodes,,,,,,,,,,1,,
101114,B627A00,diffuse non-hodgkin's large cell lymphoma,,,,,,,,,,1,,
58684,B615200,hodgkin's mixed cellularity of intrathoracic lymph nodes,,,,,,,,,,1,,
51350,B902000,neoplasm of uncertain behaviour of stomach,,,,,,,,,,1,,
103883,BBc9100,"[m]retinoblastoma, undifferentiated type",,,,,,,,,,1,,
71609,B62z500,unspec malig neop lymphoid/histiocytic nodes inguinal/leg,,,,,,,,,,1,,
5637,B53..00,malignant neoplasm of thyroid gland,,,,,,,,,,1,,
57047,B544.00,malignant neoplasm of carotid body,,,,,,,,,,1,,
90659,B54y.00,malignant neoplasm of other specified endocrine gland,,,,,,,,,,1,,
50151,BBa3.00,[m]pineoblastoma,,,,,,,,,,1,,
62909,B575100,secondary malignant neoplasm of rectum,,,,,,,,,,1,,
57713,BBr8.00,[m]eosinophilic leukaemias,,,,,,,,,,1,,
64274,B801100,carcinoma in situ of middle 1/3 oesophagus,,,,,,,,,,1,,
22001,B902400,neoplasm of uncertain behaviour of colon,,,,,,,,,,1,,
62475,B326300,malignant melanoma of hand,,,,,,,,,,1,,
22524,B58yz00,secondary malignant neoplasm of other specified site nos,,,,,,,,,,1,,
48271,BBVz.00,[m]osteoma or osteosarcoma nos,,,,,,,,,,1,,
110366,8CS4000,establishing focus of care with specialist cancer team,,,,,,,,,,1,,
50126,B831100,carcinoma in situ of exocervix,,,,,,,,,,1,,
68999,BBK2z00,[m]myoma or myosarcoma nos,,,,,,,,,,1,,
68456,BB5V100,[m]chromophobe carcinoma,,,,,,,,,,1,,
59778,B61z100,"hodgkin's disease nos of lymph nodes of head, face and neck",,,,,,,,,,1,,
67755,B827400,carcinoma in situ of skin of foot,,,,,,,,,,1,,
27855,B140.00,malignant neoplasm of rectosigmoid junction,,,,,,,,,,1,,
56600,BB2A.11,[m]epidermoid carcinoma nos,,,,,,,,,,1,,
102594,B627E00,diffuse large b-cell lymphoma,,,,,,,,,,1,,
12388,BB43.11,[m]urothelial carcinoma,,,,,,,,,,1,,
32174,B202.00,malignant neoplasm of maxillary sinus,,,,,,,,,,1,,
54234,B334.00,malignant neoplasm of scalp and skin of neck,,,,,,,,,,1,,
48223,BB54.00,[m]scirrhous adenocarcinoma,,,,,,,,,,1,,
61510,B062200,malignant neoplasm of palatoglossal arch,,,,,,,,,,1,,
112379,B501100,malignant neoplasm of extraocular muscle of orbit,,,,,,,,,,1,,
55588,Byu7300,"[x]malignant neoplasm of female genital organ, unspecified",,,,,,,,,,1,,
111779,B308000,malignant neoplasm of patella,,,,,,,,,,1,,
19665,B824000,carcinoma in situ of scalp,,,,,,,,,,1,,
31767,BBbV.00,[m]medullomyoblastoma,,,,,,,,,,1,,
32411,8BC6.00,cancer treatment started,,,,,,,,,,1,,
105957,B651100,"chronic myeloid leukaemia, bcr/abl positive",,,,,,,,,,1,,
38685,BB5fz00,[m]thyroid adenoma or adenocarcinoma nos,,,,,,,,,,1,,
26448,B060000,malignant neoplasm of faucial tonsil,,,,,,,,,,1,,
97200,B81y400,carcinoma in situ of eustachian tube,,,,,,,,,,1,,
55658,BBQ4.12,[m]orchioblastoma,,,,,,,,,,1,,
95480,B001100,"malignant neoplasm of lower lip, lipstick area",,,,,,,,,,1,,
4852,BB24.12,[m]verrucous squamous cell carcinoma,,,,,,,,,,1,,
25641,BB5D513,[m]liver cell carcinoma,,,,,,,,,,1,,
54685,B326100,malignant melanoma of upper arm,,,,,,,,,,1,,
33617,B43z.00,malignant neoplasm of body of uterus nos,,,,,,,,,,1,,
37618,B551000,malignant neoplasm of axilla nos,,,,,,,,,,1,,
110058,ZV10613,[v]personal history of myeloid leukaemia,,,,,,,,,,1,,
52141,ZV10414,[v]personal history of malignant neoplasm of ovary,,,,,,,,,,1,,
2462,B61..00,hodgkin's disease,,,,,,,,,,1,,
42070,B345.00,malignant neoplasm of lower-outer quadrant of female breast,,,,,,,,,,1,,
96094,B119.00,siewert type iii adenocarcinoma,,,,,,,,,,1,,
49572,B828700,melanoma in situ of scalp,,,,,,,,,,1,,
34015,BB5S200,[m]bronchiolo-alveolar adenocarcinoma,,,,,,,,,,1,,
58550,BBZD.11,[m]adenoameloblastoma,,,,,,,,,,1,,
60511,B80..00,carcinoma in situ of digestive organs,,,,,,,,,,1,,
22893,B06..00,malignant neoplasm of oropharynx,,,,,,,,,,1,,
54631,B306.00,"malignant neoplasm of pelvic bones, sacrum and coccyx",,,,,,,,,,1,,
35999,B582200,secondary malignant neoplasm of skin of neck,,,,,,,,,,1,,
49491,B303100,malignant neoplasm of sternum,,,,,,,,,,1,,
32641,BB5RA00,[m]merkel cell carcinoma,,,,,,,,,,1,,
95505,B41y000,malignant neoplasm of cervical stump,,,,,,,,,,1,,
30189,BB91000,[m]intraductal papillary adenocarcinoma with invasion,,,,,,,,,,1,,
34012,B08..00,malignant neoplasm of hypopharynx,,,,,,,,,,1,,
87113,B54X.00,"malignant neoplasm-pluriglandular involvement,unspecified",,,,,,,,,,1,,
2587,B22z.11,lung cancer,,,,,,,,,,1,,
103245,B601700,lymphosarcoma of spleen,,,,,,,,,,1,,
44996,B491.00,malignant neoplasm of dome of urinary bladder,,,,,,,,,,1,,
70463,B315000,malignant neoplasm of connective and soft tissue of buttock,,,,,,,,,,1,,
67217,B55y100,malignant neoplasm of trunk nos,,,,,,,,,,1,,
19415,B0...00,"malignant neoplasm of lip, oral cavity and pharynx",,,,,,,,,,1,,
42429,B33X.00,malignant neoplasm overlapping lesion of skin,,,,,,,,,,1,,
39084,B0z2.00,malignant neoplasm of laryngopharynx,,,,,,,,,,1,,
40438,BB5D111,[m]bile duct carcinoma,,,,,,,,,,1,,
579,BBE1.00,[m]malignant melanoma nos,,,,,,,,,,1,,
47683,ZV10512,[v]personal history of malignant neoplasm of kidney,,,,,,,,,,1,,
38777,B825600,carcinoma in situ of skin of perineum,,,,,,,,,,1,,
8930,BB52.00,[m]adenocarcinoma nos,,,,,,,,,,1,,
29337,BBVA.00,[m] small cell osteosarcoma,,,,,,,,,,1,,
15711,B510.00,malignant neoplasm cerebrum (excluding lobes and ventricles),,,,,,,,,,1,,
32351,44a4.00,squamous cell carcinoma antigen level,,,,,,,,,,1,,
46779,ZV10417,[v]personal history of malignant neoplasm of uterine body,,,,,,,,,,1,,
72803,B565z00,secondary and unspec malig neop intrapelvic ln nos,,,,,,,,,,1,,
21330,B180.00,malignant neoplasm of retroperitoneum,,,,,,,,,,1,,
65466,B592X00,kaposi's sarcoma of multiple organs,,,,,,,,,,1,,
49400,B430211,malignant neoplasm of endometrium,,,,,,,,,,1,,
31004,BB2G.00,[m]adenoid squamous cell carcinoma,,,,,,,,,,1,,
108081,7Q0J000,cancer hormonal treatment drugs band 1,,,,,,,,,,1,,
53989,B311.00,malig neop connective and soft tissue upper limb/shoulder,,,,,,,,,,1,,
50371,9e00.00,gp out of hours service notified of cancer care plan,,,,,,,,,,1,,
98626,B563100,secondary and unspec malig neop supratrochlear lymph nodes,,,,,,,,,,1,,
28727,B575000,secondary malignant neoplasm of colon,,,,,,,,,,1,,
43087,B331.00,malignant neoplasm of eyelid including canthus,,,,,,,,,,1,,
9118,B13z.11,colonic cancer,,,,,,,,,,1,,
22290,B313.00,malignant neoplasm of connective and soft tissue of thorax,,,,,,,,,,1,,
34395,BB24.00,[m]verrucous carcinoma nos,,,,,,,,,,1,,
67034,Byu5000,[x]mesothelioma of other sites,,,,,,,,,,1,,
43594,BB5Cz00,[m]gastrinoma or carcinoma nos,,,,,,,,,,1,,
55292,B326z00,malignant melanoma of upper limb or shoulder nos,,,,,,,,,,1,,
68018,ZV10011,[v]personal history of malignant neoplasm of anus,,,,,,,,,,1,,
93778,B1z1z00,malignant neoplasm of spleen nos,,,,,,,,,,1,,
17093,B802.00,carcinoma in situ of stomach,,,,,,,,,,1,,
107163,B641300,clinical stage c chronic lymphocytic leukaemia,,,,,,,,,,1,,
72723,B430000,malignant neoplasm of cornu of corpus uteri,,,,,,,,,,1,,
24551,BBE1.11,[m]melanocarcinoma,,,,,,,,,,1,,
33775,BB5J.00,[m]adenoid cystic carcinoma,,,,,,,,,,1,,
93402,7G05D00,excision biopsy of basal cell carcinoma,,,,,,,,,,1,,
64630,B827z00,carcinoma in situ of skin of lower limb or hip nos,,,,,,,,,,1,,
18617,B51..00,malignant neoplasm of brain,,,,,,,,,,1,,
49525,B59zX00,"kaposi's sarcoma, unspecified",,,,,,,,,,1,,
17559,B1z0.00,"malignant neoplasm of intestinal tract, part unspecified",,,,,,,,,,1,,
44915,B833.00,carcinoma in situ other and unspecified female genital organ,,,,,,,,,,1,,
102715,B625000,letterer-siwe disease of unspecified sites,,,,,,,,,,1,,
63087,B802200,carcinoma in situ of body of stomach,,,,,,,,,,1,,
54267,B59z.00,malignant neoplasm of unspecified site nos,,,,,,,,,,1,,
73662,BB5Wz00,[m]oxyphilic adenoma or adenocarcinoma nos,,,,,,,,,,1,,
113440,BBP3.00,"[m]fibrous mesothelioma, malignant",,,,,,,,,,1,,
104934,B62Ew00,other mature t/nk-cell lymphoma,,,,,,,,,,1,,
106654,B524W00,"mal neoplasm/periph nerves+autonomic nervous system,unspc",,,,,,,,,,1,,
27664,B65y100,acute promyelocytic leukaemia,,,,,,,,,,1,,
111942,B616100,"hodgkin's lymphocytic depletion of head, face and neck",,,,,,,,,,1,,
103900,B626000,mast cell malignancy of unspecified site,,,,,,,,,,1,,
107643,B64y400,t-cell prolymphocytic leukaemia,,,,,,,,,,1,,
55670,B333200,malignant neoplasm of skin of eyebrow,,,,,,,,,,1,,
31860,B810600,carcinoma in situ of aryepiglottic fold,,,,,,,,,,1,,
14712,B00..00,malignant neoplasm of lip,,,,,,,,,,1,,
94390,B070.00,malignant neoplasm of roof of nasopharynx,,,,,,,,,,1,,
58903,B550z00,"malignant neoplasm of head, neck and face nos",,,,,,,,,,1,,
59929,BBr0z00,"[m]leukaemia unspecified, nos",,,,,,,,,,1,,
71044,B828900,melanoma in situ of back,,,,,,,,,,1,,
17841,B481.00,malignant neoplasm of glans penis,,,,,,,,,,1,,
65777,B672.11,thrombocytic leukaemia,,,,,,,,,,1,,
108316,BBrAz00,[m]miscellaneous leukaemia nos,,,,,,,,,,1,,
73510,B550500,malignant neoplasm of supraclavicular fossa nos,,,,,,,,,,1,,
89593,B151200,malignant neoplasm of intrahepatic biliary passages,,,,,,,,,,1,,
92371,B304300,malignant neoplasm of radius,,,,,,,,,,1,,
115284,B00y.00,malignant neoplasm of other sites of lip,,,,,,,,,,1,,
16677,BB9B.00,[m]medullary carcinoma nos,,,,,,,,,,1,,
36870,BBL7111,[m]adenosarcoma,,,,,,,,,,1,,
110903,B623800,malignant histiocytosis of lymph nodes of multiple sites,,,,,,,,,,1,,
41369,B60..00,lymphosarcoma and reticulosarcoma,,,,,,,,,,1,,
71139,B51y.00,malignant neoplasm of other parts of brain,,,,,,,,,,1,,
68787,B55y000,malignant neoplasm of back nos,,,,,,,,,,1,,
68330,B613100,"hodgkin's, lymphocytic-histiocytic pred of head, face, neck",,,,,,,,,,1,,
56715,B34y.00,malignant neoplasm of other site of female breast,,,,,,,,,,1,,
115492,BBG5.00,[m]periosteal fibrosarcoma,,,,,,,,,,1,,
40557,B01z.00,malignant neoplasm of tongue nos,,,,,,,,,,1,,
69671,B010.11,malignant neoplasm of posterior third of tongue,,,,,,,,,,1,,
93537,B517200,malignant neoplasm of midbrain,,,,,,,,,,1,,
69299,BBrA111,[m]thrombocytic leukaemia,,,,,,,,,,1,,
8649,ByuDF00,"[x]non-hodgkin's lymphoma, unspecified type",,,,,,,,,,1,,
64670,B601300,lymphosarcoma of intra-abdominal lymph nodes,,,,,,,,,,1,,
52493,BBQ7213,"[m]teratoblastoma, malignant",,,,,,,,,,1,,
59092,B111z00,malignant neoplasm of pylorus of stomach nos,,,,,,,,,,1,,
116344,B309.00,"malignant neoplasm, overlap les bone and artic cart of limbs",,,,,,,,,,1,,
40014,B310100,malignant neoplasm of soft tissue of face,,,,,,,,,,1,,
46114,B0z..00,"malig neop other/ill-defined sites lip, oral cavity, pharynx",,,,,,,,,,1,,
64345,B311100,"malignant neoplasm of connective and soft tissue, upper arm",,,,,,,,,,1,,
96869,B071z00,malignant neoplasm of posterior wall of nasopharynx nos,,,,,,,,,,1,,
68039,B612400,hodgkin's sarcoma of lymph nodes of axilla and upper limb,,,,,,,,,,1,,
49447,ZV10018,[v]personal history of malignant neoplasm of stomach,,,,,,,,,,1,,
7833,B830.00,carcinoma in situ of breast,,,,,,,,,,1,,
29580,BBCA.00,[m]sertoli cell carcinoma,,,,,,,,,,1,,
61149,B614300,hodgkin's nodular sclerosis of intra-abdominal lymph nodes,,,,,,,,,,1,,
54790,B826200,carcinoma in situ of skin of lower arm,,,,,,,,,,1,,
70942,B510400,malignant neoplasm of hypothalamus,,,,,,,,,,1,,
23389,B200.00,malignant neoplasm of nasal cavities,,,,,,,,,,1,,
68410,B150200,primary angiosarcoma of liver,,,,,,,,,,1,,
72222,BBrA100,[m]megakaryocytic leukaemia,,,,,,,,,,1,,
109002,B325400,malignant melanoma of perianal skin,,,,,,,,,,1,,
37182,B63..00,multiple myeloma and immunoproliferative neoplasms,,,,,,,,,,1,,
97332,B213z00,malignant neoplasm of laryngeal cartilage nos,,,,,,,,,,1,,
43930,B582000,secondary malignant neoplasm of skin of head,,,,,,,,,,1,,
39870,B172.00,malignant neoplasm of tail of pancreas,,,,,,,,,,1,,
110614,B823z00,carcinoma in situ of skin of other parts of face nos,,,,,,,,,,1,,
35285,ByuA.00,"[x]malignant neoplasm of eye, brain and other parts of cent",,,,,,,,,,1,,
40810,B171.00,malignant neoplasm of body of pancreas,,,,,,,,,,1,,
66166,B124.00,"malignant neoplasm, overlapping lesion of small intestine",,,,,,,,,,1,,
10995,B5...00,malignant neoplasm of other and unspecified sites,,,,,,,,,,1,,
95671,Byu5700,"[x]malignant neoplasm of peritoneum, unspecified",,,,,,,,,,1,,
102547,BB3D.00,"[m]basal cell carcinoma, nodular",,,,,,,,,,1,,
54599,B834000,high grade prostatic intraepithelial neoplasia,,,,,,,,,,1,,
61692,B004.00,"malignant neoplasm of lip unspecified, inner aspect",,,,,,,,,,1,,
71304,B602z00,burkitt's lymphoma nos,,,,,,,,,,1,,
32249,B822.11,carcinoma in situ of ear,,,,,,,,,,1,,
37272,B67..00,other specified leukaemia,,,,,,,,,,1,,
49054,B304000,malignant neoplasm of scapula,,,,,,,,,,1,,
9491,B142.11,anal carcinoma,,,,,,,,,,1,,
37775,67D2.00,cancer information offered to patient,,,,,,,,,,1,,
3604,B627.00,non - hodgkin's lymphoma,,,,,,,,,,1,,
51748,B802300,carcinoma in situ of pyloric antrum,,,,,,,,,,1,,
48182,BB29.11,[m]epidermoid carcinoma in situ,,,,,,,,,,1,,
4870,B625.11,"histiocytosis x (acute, progressive)",,,,,,,,,,1,,
16639,ZV10300,[v]personal history of malignant neoplasm of breast,,,,,,,,,,1,,
31700,B222000,malignant neoplasm of upper lobe bronchus,,,,,,,,,,1,,
112737,B80zz00,carcinoma in situ of digestive organs nos,,,,,,,,,,1,,
100144,B004300,"malignant neoplasm of lip, oral aspect",,,,,,,,,,1,,
8101,BB5a.00,[m]renal adenoma and carcinoma,,,,,,,,,,1,,
48049,BBr6800,[m]chronic myelomonocytic leukaemia,,,,,,,,,,1,,
26413,BB1A.00,[m]pleomorphic carcinoma,,,,,,,,,,1,,
35772,B810000,carcinoma in situ of thyroid cartilage,,,,,,,,,,1,,
2815,B133.00,malignant neoplasm of sigmoid colon,,,,,,,,,,1,,
56925,Byu4000,[x]malignant melanoma of other+unspecified parts of face,,,,,,,,,,1,,
115668,Byu7200,[x]malignant neoplasm/overlapping lesion/feml genital organs,,,,,,,,,,1,,
33897,BB4z.00,[m]transitional cell papilloma or carcinoma nos,,,,,,,,,,1,,
98883,BB9D.00,[m]medullary carcinoma with lymphoid stroma,,,,,,,,,,1,,
