prodcodeid,bnfchapter,termfromemis,drugsubstancename,productname,bb,ace,arb,arnie,mra,sglti,loop
"1862341000033110","","novorapid penfill 100units/ml solution for injection 3ml cartridges (novo nordisk ltd)","insulin aspart","novorapid penfill 100units/ml solution for injection 3ml cartridges",,,,,,,
"13426141000033118","","ateria safecontrol safety  needles for insulin pens  5 mm/30 gauge","","",,,,,,,
"3292541000033115","2120000","simvastatin 40mg / ezetimibe 10mg tablets","ezetimibe/ simvastatin","simvastatin 40mg / ezetimibe 10mg tablets",,,,,,,
"11707441000033119","4030300","fluoxetine 30mg capsules","fluoxetine hydrochloride","fluoxetine 30mg capsules",,,,,,,
"6112441000033111","","coumadin 4mg tablets (imported (canada))","warfarin sodium","coumadin 4mg tablets",,,,,,,
"1472141000033110","","troglitazone  tablets  200 mg","","",,,,,,,
"3160741000033110","2090000","dipyridamole 200mg modified-release / aspirin 25mg capsules","aspirin/ dipyridamole","dipyridamole 200mg modified-release / aspirin 25mg capsules",,,,,,,
"8280841000033117","","kendall magellan hypodermic u100 insulin syringe sterile single use / single patient use 0.3ml with 8mm safety needle 0.3mm/30gauge (covidien (uk) commercial ltd)","","kendall magellan hypodermic u100 insulin syringe sterile single use / single patient use 0.3ml with 8mm safety needle 0.3mm/30gauge",,,,,,,
"6519641000033112","","novopen echo hypodermic insulin injection pen reusable for 3ml cartridge 0.5 unit dial up / range 0.5-30 units blue (novo nordisk ltd)","","novopen echo hypodermic insulin injection pen reusable for 3ml cartridge 0.5 unit dial up / range 0.5-30 units",,,,,,,
"1818341000033113","","human mixtard 30 penfill 100units/ml suspension for injection 1.5ml cartridges (novo nordisk ltd)","insulin isophane human/ insulin soluble human","human mixtard 30 penfill 100units/ml suspension for injection 1.5ml cartridges",,,,,,,
"896941000033112","6010202","metformin 500mg tablets","metformin hydrochloride","metformin 500mg tablets",,,,,,,
"3994141000033118","","prandin 2mg tablets (novo nordisk ltd)","repaglinide","prandin 2mg tablets",,,,,,,
"836441000033114","","lipitor 40mg tablets (viatris uk healthcare ltd)","atorvastatin calcium trihydrate","lipitor 40mg tablets",,,,,,,
"8233041000033112","","eliquis 5mg tablets (bristol-myers squibb pharmaceuticals ltd)","apixaban","eliquis 5mg tablets",,,,,,,
"5316741000033110","","onglyza 5mg tablets (astrazeneca uk ltd)","saxagliptin hydrochloride","onglyza 5mg tablets",,,,,,,
"834841000033118","","lipostat 10mg tablets (bristol-myers squibb pharmaceuticals ltd)","pravastatin sodium","lipostat 10mg tablets",,,,,,,
"6444041000033117","6010203","linagliptin 5mg tablets","linagliptin","linagliptin 5mg tablets",,,,,,,
"2266941000033119","","insuman rapid 100units/ml solution for injection 3ml pre-filled optiset pens (sanofi)","insulin soluble human","insuman rapid 100units/ml solution for injection 3ml pre-filled optiset pens",,,,,,,
"13860841000033113","2120000","rosuvastatin 10mg capsules","rosuvastatin calcium","rosuvastatin 10mg capsules",,,,,,,
"12436041000033110","","allstar pro hypodermic insulin injection pen reusable for 3ml cartridge 1 unit dial up / range 1-80 units blue (sanofi)","","allstar pro hypodermic insulin injection pen reusable for 3ml cartridge 1 unit dial up / range 1-80 units",,,,,,,
"8318141000033117","","humapen savvio hypodermic insulin injection pen reusable for 3ml cartridge 1 unit dial up / range 1-60 units blue (eli lilly and company ltd)","","humapen savvio hypodermic insulin injection pen reusable for 3ml cartridge 1 unit dial up / range 1-60 units",,,,,,,
"720541000033111","","humalog 100units/ml solution for injection 1.5ml cartridges (eli lilly and company ltd)","insulin lispro","humalog 100units/ml solution for injection 1.5ml cartridges",,,,,,,
"2951341000033116","","escitalopram 20mg tablets","","",,,,,,,
"83141000033116","4070100","aspirin 300mg gastro-resistant tablets","","",,,,,,,
"12333441000033116","","allstar hypodermic insulin injection pen reusable for 3ml cartridge 1 unit dial up / range 1-80 units teal (sanofi)","","allstar hypodermic insulin injection pen reusable for 3ml cartridge 1 unit dial up / range 1-80 units",,,,,,,
"3030541000033115","","cipralex 5mg tablets (lundbeck ltd)","escitalopram oxalate","cipralex 5mg tablets",,,,,,,
"1101541000033119","","postmi 75 ec tablets (ashbourne pharmaceuticals ltd)","aspirin","postmi 75 ec tablets",,,,,,,
"4597041000033115","","novopen 4 hypodermic insulin injection pen reusable for 3ml cartridge 1 unit dial up / range 1-60 units blue (novo nordisk ltd)","","novopen 4 hypodermic insulin injection pen reusable for 3ml cartridge 1 unit dial up / range 1-60 units",,,,,,,
"2190741000033115","6010203","pioglitazone 15mg tablets","pioglitazone hydrochloride","pioglitazone 15mg tablets",,,,,,,
"14079541000033112","2120000","rosuvastatin 30mg tablets","rosuvastatin calcium","rosuvastatin 30mg tablets",,,,,,,
"1480541000033110","21010900","hypodermic u100 insulin syringe sterile single use / single patient use 0.3ml with not less than 12mm needle 0.33mm/29gauge","","hypodermic u100 insulin syringe sterile single use / single patient use 0.3ml with not less than 12mm needle 0.33mm/29gauge",,,,,,,
"442641000033116","2010100","digoxin 50micrograms/ml oral solution","digoxin","digoxin 50micrograms/ml oral solution",,,,,,,
"11241741000033119","2120000","fenofibrate 145mg / simvastatin 20mg tablets","fenofibrate/ simvastatin","fenofibrate 145mg / simvastatin 20mg tablets",,,,,,,
"8281141000033116","","kendall magellan hypodermic u100 insulin syringe sterile single use / single patient use 0.5ml with 8mm safety needle 0.33mm/29gauge (covidien (uk) commercial ltd)","","kendall magellan hypodermic u100 insulin syringe sterile single use / single patient use 0.5ml with 8mm safety needle 0.33mm/29gauge",,,,,,,
"1583341000033118","","citalopram 10mg tablets","","",,,,,,,
"4597141000033116","","novopen 4 hypodermic insulin injection pen reusable for 3ml cartridge 1 unit dial up / range 1-60 units silver (novo nordisk ltd)","","novopen 4 hypodermic insulin injection pen reusable for 3ml cartridge 1 unit dial up / range 1-60 units",,,,,,,
"2724841000033118","","novomix 30 flexpen 100units/ml suspension for injection 3ml pre-filled pens (novo nordisk ltd)","insulin aspart/ insulin aspart protamine","novomix 30 flexpen 100units/ml suspension for injection 3ml pre-filled pens",,,,,,,
"5007641000033119","6010202","metformin 500mg oral powder sachets sugar free","metformin hydrochloride","metformin 500mg oral powder sachets sugar free",,,,,,,
"3281941000033115","2120000","eicosapentaenoic acid 170mg / docosahexaenoic acid 115mg capsules","docosahexaenoic acid/ eicosapentaenoic acid","eicosapentaenoic acid 170mg / docosahexaenoic acid 115mg capsules",,,,,,,
"9161441000033114","","hypodermic insulin needles for pre-filled / reusable pen injectors screw on 4mm/33gauge","","hypodermic insulin needles for pre-filled / reusable pen injectors screw on 4mm/33gauge",,,,,,,
"3086341000033118","2120000","colestyramine 4g oral powder sachets","colestyramine anhydrous","colestyramine 4g oral powder sachets",,,,,,,
"762441000033118","6010101","insulin lispro 100units/ml solution for injection 10ml vials","insulin lispro","insulin lispro 100units/ml solution for injection 10ml vials",,,,,,,
"759841000033115","","insulin zinc suspension (human)  injection  100 units/ml, 10 ml vial","","",,,,,,,
"1532241000033110","","warfarin wbp  tablets  5 mg","","",,,,,,,
"2974041000033119","","simvador 20mg tablets (dexcel-pharma ltd)","simvastatin","simvador 20mg tablets",,,,,,,
"12389341000033118","","glucorx carepoint hypodermic insulin needles for pre-filled / reusable pen injectors screw on 8mm/31gauge (glucorx ltd)","","glucorx carepoint hypodermic insulin needles for pre-filled / reusable pen injectors screw on 8mm/31gauge",,,,,,,
"11541000033110","6010203","acarbose 50mg tablets","acarbose","acarbose 50mg tablets",,,,,,,
"735841000033116","","hypurin bovine isophane 100units/ml suspension for injection 10ml vials (wockhardt uk ltd)","insulin isophane bovine","hypurin bovine isophane 100units/ml suspension for injection 10ml vials",,,,,,,
"1583041000033115","","cipramil 40mg tablets (lundbeck ltd)","citalopram hydrobromide","cipramil 40mg tablets",,,,,,,
"1481341000033111","","u100 insulin sterile, single use  syringes with needle  0.36 x 13 mm/28g ref no443723113","","",,,,,,,
"8884241000033118","","hypodermic insulin needles for pre-filled / reusable pen injectors screw on 5mm/30gauge","","hypodermic insulin needles for pre-filled / reusable pen injectors screw on 5mm/30gauge",,,,,,,
"727041000033119","","humaject s pen 100units/ml solution for injection (eli lilly and company ltd)","insulin soluble human","humaject s pen 100units/ml solution for injection",,,,,,,
"12573941000033110","","4sure hypodermic insulin needles for pre-filled / reusable pen injectors screw on 5mm/32gauge (nipro diagnostics (uk) ltd)","","4sure hypodermic insulin needles for pre-filled / reusable pen injectors screw on 5mm/32gauge",,,,,,,
"5128641000033118","","cipralex 20mg/ml oral drops (lundbeck ltd)","escitalopram oxalate","cipralex 20mg/ml oral drops",,,,,,,
"725141000033112","","human initard 50/50 insulin  injection  100 units/ml","","",,,,,,,
"6388341000033110","","bydureon 2mg powder and solvent for prolonged-release suspension for injection vials (astrazeneca uk ltd)","exenatide","bydureon 2mg powder and solvent for prolonged-release suspension for injection vials",,,,,,,
"1821741000033111","6010102","insulin isophane bovine 100units/ml suspension for injection 3ml cartridges","insulin isophane bovine","insulin isophane bovine 100units/ml suspension for injection 3ml cartridges",,,,,,,
"5749441000033115","4030300","fluoxetine 20mg/5ml oral solution sugar free","fluoxetine hydrochloride","fluoxetine 20mg/5ml oral solution sugar free",,,,,,,
"5709741000033116","6010201","gliclazide 40mg tablets","gliclazide","gliclazide 40mg tablets",,,,,,,
"8535941000033119","","hypodermic insulin needles for pre-filled / reusable pen injectors snap on 4.5mm/31gauge","","hypodermic insulin needles for pre-filled / reusable pen injectors snap on 4.5mm/31gauge",,,,,,,
"12326541000033110","","meijumet 500mg modified-release tablets (medreich plc)","metformin hydrochloride","meijumet 500mg modified-release tablets",,,,,,,
"14116241000033116","4030300","sertraline 200mg tablets","sertraline hydrochloride","sertraline 200mg tablets",,,,,,,
"5732141000033115","","hypodermic insulin needles for pre-filled / reusable pen injectors screw on 12mm/28gauge","","hypodermic insulin needles for pre-filled / reusable pen injectors screw on 12mm/28gauge",,,,,,,
"4452441000033113","6010203","vildagliptin 50mg / metformin 1g tablets","metformin hydrochloride/ vildagliptin","vildagliptin 50mg / metformin 1g tablets",,,,,,,
"645341000033115","","glucobay 50mg tablets (bayer plc)","acarbose","glucobay 50mg tablets",,,,,,,
"2016741000033113","","autopen hypodermic insulin injection pen reusable for 1.5ml cartridge 1 unit dial up / range 1-16 units (owen mumford ltd)","","autopen hypodermic insulin injection pen reusable for 1.5ml cartridge 1 unit dial up / range 1-16 units",,,,,,,
"645041000033117","","glucophage 850mg tablets (merck serono ltd)","metformin hydrochloride","glucophage 850mg tablets",,,,,,,
"6391041000033117","","glucient sr 500mg tablets (consilient health ltd)","metformin hydrochloride","glucient sr 500mg tablets",,,,,,,
"634541000033110","2120000","gemfibrozil 600mg tablets","gemfibrozil","gemfibrozil 600mg tablets",,,,,,,
"3188941000033114","2120000","fenofibrate micronised 200mg capsules","fenofibrate micronised","fenofibrate micronised 200mg capsules",,,,,,,
"1749441000033116","","pork actrapid 100units/ml solution for injection 10ml vials (novo nordisk ltd)","insulin soluble porcine","pork actrapid 100units/ml solution for injection 10ml vials",,,,,,,
"2995941000033112","6010203","pioglitazone 45mg tablets","pioglitazone hydrochloride","pioglitazone 45mg tablets",,,,,,,
"13605041000033116","","lyumjev 100units/ml solution for injection 3ml cartridges (eli lilly and company ltd)","insulin lispro","lyumjev 100units/ml solution for injection 3ml cartridges",,,,,,,
"13122541000033112","6010201","glibenclamide 600micrograms/ml oral suspension sugar free","glibenclamide","glibenclamide 600micrograms/ml oral suspension sugar free",,,,,,,
"579041000033111","","fluoxetine 60mg capsules","","",,,,,,,
"1862441000033116","","novorapid novolet 100units/ml solution for injection (novo nordisk ltd)","insulin aspart","novorapid novolet 100units/ml solution for injection",,,,,,,
"9704641000033115","","xarelto 2.5mg tablets (bayer plc)","rivaroxaban","xarelto 2.5mg tablets",,,,,,,
"13027541000033116","","glucorx safety pen hypodermic insulin needles for pre-filled / reusable pen injectors screw on 8mm/30gauge (glucorx ltd)","","glucorx safety pen hypodermic insulin needles for pre-filled / reusable pen injectors screw on 8mm/30gauge",,,,,,,
"12326741000033119","","meijumet 1000mg modified-release tablets (medreich plc)","metformin hydrochloride","meijumet 1000mg modified-release tablets",,,,,,,
"12999041000033113","","glydex 160mg tablets (medreich plc)","gliclazide","glydex 160mg tablets",,,,,,,
"557241000033113","","euglucon 2.5mg tablets (aventis pharma)","glibenclamide","euglucon 2.5mg tablets",,,,,,,
"776041000033117","","isophane insulin (human, prb)  cartridges  100 units/ml","","",,,,,,,
"1098041000033111","","postmi 75 dispersible tablets (ashbourne pharmaceuticals ltd)","aspirin","postmi 75 dispersible tablets",,,,,,,
"1703441000033114","21010900","hypodermic u100 insulin syringe sterile single use / single patient use 1ml with not less than 12mm needle 0.33mm/29gauge","","hypodermic u100 insulin syringe sterile single use / single patient use 1ml with not less than 12mm needle 0.33mm/29gauge",,,,,,,
"8115941000033116","","jentadueto 2.5mg/1000mg tablets (boehringer ingelheim ltd)","linagliptin/ metformin hydrochloride","jentadueto 2.5mg/1000mg tablets",,,,,,,
"2660241000033110","","digamex 62.5microgram tablets (actavis uk ltd)","digoxin","digamex 62.5microgram tablets",,,,,,,
"2017241000033116","","novopen 3 fun hypodermic insulin injection pen reusable for 3ml cartridge 1 unit dial up / range 2-70 units blue (novo nordisk ltd)","","novopen 3 fun hypodermic insulin injection pen reusable for 3ml cartridge 1 unit dial up / range 2-70 units",,,,,,,
"13604941000033116","","lyumjev kwikpen 200units/ml solution for injection 3ml pre-filled pens (eli lilly and company ltd)","insulin lispro","lyumjev kwikpen 200units/ml solution for injection 3ml pre-filled pens",,,,,,,
"406841000033114","","daonil 5mg tablets (sanofi)","glibenclamide","daonil 5mg tablets",,,,,,,
"2953541000033112","","mixtard 10 penfill 100units/ml suspension for injection 3ml cartridges (novo nordisk ltd)","insulin isophane human/ insulin soluble human","mixtard 10 penfill 100units/ml suspension for injection 3ml cartridges",,,,,,,
"8586041000033117","","unifine pentips hypodermic insulin needles for pre-filled / reusable pen injectors screw on 4mm/32gauge (owen mumford ltd)","","unifine pentips hypodermic insulin needles for pre-filled / reusable pen injectors screw on 4mm/32gauge",,,,,,,
"259241000033111","","citalopram 20mg tablets","","",,,,,,,
"448241000033116","2010100","digoxin 500micrograms/2ml solution for infusion ampoules","digoxin","digoxin 500micrograms/2ml solution for infusion ampoules",,,,,,,
"468341000033115","2010100","digoxin 250microgram tablets","digoxin","digoxin 250microgram tablets",,,,,,,
"10493541000033110","2080200","edoxaban 15mg tablets","edoxaban tosilate","edoxaban 15mg tablets",,,,,,,
"1916841000033114","2120000","cerivastatin 400microgram tablets","cerivastatin sodium","cerivastatin 400microgram tablets",,,,,,,
"3191441000033114","6010203","rosiglitazone 2mg / metformin 500mg tablets","metformin hydrochloride/ rosiglitazone maleate","rosiglitazone 2mg / metformin 500mg tablets",,,,,,,
"2770641000033114","","fluoxetine 20mg/5ml oral solution","","",,,,,,,
"452541000033115","","disprin cv 300mg modified-release tablets (reckitt benckiser healthcare (uk) ltd)","aspirin","disprin cv 300mg modified-release tablets",,,,,,,
"2953741000033116","","mixtard 20 penfill 100units/ml suspension for injection 3ml cartridges (novo nordisk ltd)","insulin isophane human/ insulin soluble human","mixtard 20 penfill 100units/ml suspension for injection 3ml cartridges",,,,,,,
"820041000033116","","lescol 40mg capsules (novartis pharmaceuticals uk ltd)","fluvastatin sodium","lescol 40mg capsules",,,,,,,
"3869341000033114","","lantus 100units/ml solution for injection 3ml opticlik cartridges (sanofi)","insulin glargine","lantus 100units/ml solution for injection 3ml opticlik cartridges",,,,,,,
"8244441000033117","","insupen hypodermic insulin needles for pre-filled / reusable pen injectors screw on 8mm/31gauge (spirit healthcare ltd)","","insupen hypodermic insulin needles for pre-filled / reusable pen injectors screw on 8mm/31gauge",,,,,,,
"3963941000033117","","apidra 100units/ml solution for injection 3ml opticlik cartridges (sanofi)","insulin glulisine","apidra 100units/ml solution for injection 3ml opticlik cartridges",,,,,,,
"2995141000033110","","avandamet 1mg/500mg tablets (glaxosmithkline uk ltd)","metformin hydrochloride/ rosiglitazone maleate","avandamet 1mg/500mg tablets",,,,,,,
"4500541000033110","","pradaxa 110mg capsules (boehringer ingelheim ltd)","dabigatran etexilate mesilate","pradaxa 110mg capsules",,,,,,,
"1130241000033116","2120000","pravastatin 20mg tablets","pravastatin sodium","pravastatin 20mg tablets",,,,,,,
"5905141000033111","","ime-fine hypodermic insulin needles for pre-filled / reusable pen injectors screw on 6mm/31gauge (arctic medical ltd)","","ime-fine hypodermic insulin needles for pre-filled / reusable pen injectors screw on 6mm/31gauge",,,,,,,
"11603841000033119","","fluoxetine 10mg capsules","","",,,,,,,
"11736741000033115","","neon verifine hypodermic insulin needles for pre-filled / reusable pen injectors screw on 8mm/31gauge (neon diagnostics ltd)","","neon verifine hypodermic insulin needles for pre-filled / reusable pen injectors screw on 8mm/31gauge",,,,,,,
"4258541000033111","","lantus 100units/ml solution for injection 3ml pre-filled solostar pens (sanofi)","insulin glargine","lantus 100units/ml solution for injection 3ml pre-filled solostar pens",,,,,,,
"8586341000033115","","hypodermic insulin needles for pre-filled / reusable pen injectors screw on 4mm/32.5gauge","","hypodermic insulin needles for pre-filled / reusable pen injectors screw on 4mm/32.5gauge",,,,,,,
"4149441000033117","6010203","exenatide 10micrograms/0.04ml solution for injection 2.4ml pre-filled disposable devices","exenatide","exenatide 10micrograms/0.04ml solution for injection 2.4ml pre-filled disposable devices",,,,,,,
"13427341000033118","6010203","exenatide 2mg powder and solvent for prolonged-release suspension for injection pre-filled disposable devices","exenatide","exenatide 2mg powder and solvent for prolonged-release suspension for injection pre-filled disposable devices",,,,,,,
"2660341000033117","","digamex 125microgram tablets (actavis uk ltd)","digoxin","digamex 125microgram tablets",,,,,,,
"6490641000033114","","comfort point  needles for insulin pens  4 mm/31 gauge","","",,,,,,,
"6456441000033119","","novorapid flextouch 100units/ml solution for injection 3ml pre-filled pens (novo nordisk ltd)","insulin aspart","novorapid flextouch 100units/ml solution for injection 3ml pre-filled pens",,,,,,,
"266741000033116","","clinipak  disposable insulin syringe with needle  1 ml, 30g","","",,,,,,,
"12499641000033117","","mylife penfine classic hypodermic insulin needles for pre-filled / reusable pen injectors screw on 5mm/31gauge (ypsomed ltd)","","mylife penfine classic hypodermic insulin needles for pre-filled / reusable pen injectors screw on 5mm/31gauge",,,,,,,
"2996041000033119","","actos 45mg tablets (neon healthcare ltd)","pioglitazone hydrochloride","actos 45mg tablets",,,,,,,
"12593141000033115","","yaltormin sr 500mg tablets (wockhardt uk ltd)","metformin hydrochloride","yaltormin sr 500mg tablets",,,,,,,
"8232941000033119","2080200","apixaban 5mg tablets","apixaban","apixaban 5mg tablets",,,,,,,
"2770541000033113","","prozit 20mg/5ml oral solution (pinewood healthcare)","fluoxetine hydrochloride","prozit 20mg/5ml oral solution",,,,,,,
"8115741000033119","6010203","linagliptin 2.5mg / metformin 1g tablets","linagliptin/ metformin hydrochloride","linagliptin 2.5mg / metformin 1g tablets",,,,,,,
"3928841000033110","4030300","escitalopram 10mg/ml oral drops sugar free","escitalopram oxalate","escitalopram 10mg/ml oral drops sugar free",,,,,,,
"1821441000033116","6010102","insulin isophane porcine 100units/ml suspension for injection 10ml vials","insulin isophane porcine","insulin isophane porcine 100units/ml suspension for injection 10ml vials",,,,,,,
"1571541000033117","","asasantin retard capsules (boehringer ingelheim ltd)","aspirin/ dipyridamole","asasantin retard capsules",,,,,,,
"233841000033113","2120000","cerivastatin 200microgram tablets","cerivastatin sodium","cerivastatin 200microgram tablets",,,,,,,
"233741000033115","2120000","cerivastatin 100microgram tablets","cerivastatin sodium","cerivastatin 100microgram tablets",,,,,,,
"10701741000033113","","bilxona 60mg modified-release tablets (accord-uk ltd)","gliclazide","bilxona 60mg modified-release tablets",,,,,,,
"14061741000033112","","contulen 50mg tablets (hfa healthcare ltd)","sertraline hydrochloride","contulen 50mg tablets",,,,,,,
"2749541000033116","","escitalopram 10mg tablets","","",,,,,,,
"836641000033111","","lipobay 100microgram tablets (bayer plc)","cerivastatin sodium","lipobay 100microgram tablets",,,,,,,
"13427541000033113","6010203","exenatide 2mg/0.85ml prolonged-release suspension for injection pre-filled disposable devices","exenatide","exenatide 2mg/0.85ml prolonged-release suspension for injection pre-filled disposable devices",,,,,,,
"5817741000033114","2120000","simvastatin 20mg/5ml oral suspension sugar free","simvastatin","simvastatin 20mg/5ml oral suspension sugar free",,,,,,,
"2953641000033113","","mixtard 20 novolet 100units/ml suspension for injection (novo nordisk ltd)","insulin isophane human/ insulin soluble human","mixtard 20 novolet 100units/ml suspension for injection",,,,,,,
"3993941000033119","","prandin 0.5mg tablets (novo nordisk ltd)","repaglinide","prandin 0.5mg tablets",,,,,,,
"11241941000033116","","cholib 145mg/20mg tablets (viatris uk healthcare ltd)","fenofibrate/ simvastatin","cholib 145mg/20mg tablets",,,,,,,
"3934341000033112","4070100","aspirin 500mg / codeine 8mg dispersible tablets sugar free","aspirin/ codeine phosphate","aspirin 500mg / codeine 8mg dispersible tablets sugar free",,,,,,,
"2954841000033111","","ultratard 100units/ml suspension for injection 10ml vials (novo nordisk ltd)","insulin zinc suspension crystalline human","ultratard 100units/ml suspension for injection 10ml vials",,,,,,,
"13841441000033112","","xarelto 1mg/ml granules for oral suspension (bayer plc)","rivaroxaban","xarelto 1mg/ml granules for oral suspension",,,,,,,
"1336841000033110","2120000","simvastatin 10mg tablets","simvastatin","simvastatin 10mg tablets",,,,,,,
"8881041000033112","","mylife penfine classic hypodermic insulin needles for pre-filled / reusable pen injectors screw on 8mm/31gauge (ypsomed ltd)","","mylife penfine classic hypodermic insulin needles for pre-filled / reusable pen injectors screw on 8mm/31gauge",,,,,,,
"854241000033118","","lustral 50mg tablets (viatris uk healthcare ltd)","sertraline hydrochloride","lustral 50mg tablets",,,,,,,
"9707541000033114","","tricare hypodermic insulin needles for pre-filled / reusable pen injectors screw on 4mm/32gauge (owen mumford ltd)","","tricare hypodermic insulin needles for pre-filled / reusable pen injectors screw on 4mm/32gauge",,,,,,,
"578741000033117","2120000","fluvastatin 40mg capsules","fluvastatin sodium","fluvastatin 40mg capsules",,,,,,,
"734941000033111","","hypurin porcine isophane 100units/ml suspension for injection 10ml vials (wockhardt uk ltd)","insulin isophane porcine","hypurin porcine isophane 100units/ml suspension for injection 10ml vials",,,,,,,
"8264041000033115","6010102","insulin degludec 200units/ml solution for injection 3ml pre-filled disposable devices","insulin degludec","insulin degludec 200units/ml solution for injection 3ml pre-filled disposable devices",,,,,,,
"5909641000033116","","hypodermic insulin needles for pre-filled / reusable pen injectors screw on 8mm/29gauge","","hypodermic insulin needles for pre-filled / reusable pen injectors screw on 8mm/29gauge",,,,,,,
"1737041000033117","","humalog mix25 pen 100units/ml suspension for injection 3ml pre-filled pens (waymade healthcare plc)","insulin lispro/ insulin lispro protamine","humalog mix25 pen 100units/ml suspension for injection 3ml pre-filled pens",,,,,,,
"3922641000033111","","humalog mix50 100units/ml suspension for injection 3ml cartridges (eli lilly and company ltd)","insulin lispro/ insulin lispro protamine","humalog mix50 100units/ml suspension for injection 3ml cartridges",,,,,,,
"8318241000033112","","humapen savvio hypodermic insulin injection pen reusable for 3ml cartridge 1 unit dial up / range 1-60 units graphite (eli lilly and company ltd)","","humapen savvio hypodermic insulin injection pen reusable for 3ml cartridge 1 unit dial up / range 1-60 units",,,,,,,
"1452741000033111","","tolazamide  tablets  100 mg","","",,,,,,,
"1278041000033114","","semi-daonil 2.5mg tablets (sanofi)","glibenclamide","semi-daonil 2.5mg tablets",,,,,,,
"1821841000033118","","bd-microfine +  needles for insulin pens  5 mm/31 gauge","","",,,,,,,
"2011641000033110","","unifine pentips hypodermic insulin needles for pre-filled / reusable pen injectors screw on 8mm/31gauge (owen mumford ltd)","","unifine pentips hypodermic insulin needles for pre-filled / reusable pen injectors screw on 8mm/31gauge",,,,,,,
"12600941000033118","","insulin lispro sanofi 100units/ml solution for injection 3ml pre-filled pens (sanofi)","insulin lispro","insulin lispro sanofi 100units/ml solution for injection 3ml pre-filled pens",,,,,,,
"14147341000033119","","apollo pro-shield safety pen hypodermic insulin needles for pre-filled / reusable pen injectors screw on 5mm/30gauge (apollo medical technologies ltd)","","apollo pro-shield safety pen hypodermic insulin needles for pre-filled / reusable pen injectors screw on 5mm/30gauge",,,,,,,
"12389141000033116","","glucorx carepoint hypodermic insulin needles for pre-filled / reusable pen injectors screw on 5mm/31gauge (glucorx ltd)","","glucorx carepoint hypodermic insulin needles for pre-filled / reusable pen injectors screw on 5mm/31gauge",,,,,,,
"328141000033117","2120000","colestipol 5g granules sachets sugar free","colestipol hydrochloride","colestipol 5g granules sachets sugar free",,,,,,,
"4498641000033115","","prozep 20mg/5ml oral solution (rosemont pharmaceuticals ltd)","fluoxetine hydrochloride","prozep 20mg/5ml oral solution",,,,,,,
"12998741000033119","6010102","insulin glargine 300units/ml solution for injection 3ml pre-filled disposable devices","insulin glargine","insulin glargine 300units/ml solution for injection 3ml pre-filled disposable devices",,,,,,,
"10600741000033110","","abasaglar kwikpen 100units/ml solution for injection 3ml pre-filled pens (eli lilly and company ltd)","insulin glargine","abasaglar kwikpen 100units/ml solution for injection 3ml pre-filled pens",,,,,,,
"2288441000033113","6010203","nateglinide 180mg tablets","nateglinide","nateglinide 180mg tablets",,,,,,,
"4138941000033118","","opticlik hypodermic insulin injection pen reusable for 3ml cartridge 1 unit dial up / range 1-80 units blue (sanofi)","","opticlik hypodermic insulin injection pen reusable for 3ml cartridge 1 unit dial up / range 1-80 units",,,,,,,
"4149341000033111","6010203","exenatide 5micrograms/0.02ml solution for injection 1.2ml pre-filled disposable devices","exenatide","exenatide 5micrograms/0.02ml solution for injection 1.2ml pre-filled disposable devices",,,,,,,
"14041441000033111","","lyumjev tempo pen 100units/ml solution for injection 3ml pre-filled pens (eli lilly and company ltd)","insulin lispro","lyumjev tempo pen 100units/ml solution for injection 3ml pre-filled pens",,,,,,,
"9707841000033111","","tricare hypodermic insulin needles for pre-filled / reusable pen injectors screw on 8mm/31gauge (owen mumford ltd)","","tricare hypodermic insulin needles for pre-filled / reusable pen injectors screw on 8mm/31gauge",,,,,,,
"1717441000033117","","bd micro-fine + hypodermic u100 insulin syringe sterile single use / single patient use 1ml with 12.7mm needle 0.33mm/29gauge (becton, dickinson uk ltd)","","bd micro-fine + hypodermic u100 insulin syringe sterile single use / single patient use 1ml with 12.7mm needle 0.33mm/29gauge",,,,,,,
"12688241000033113","2120000","colestipol 1g tablets","colestipol hydrochloride","colestipol 1g tablets",,,,,,,
"3141641000033116","","bd micro-fine + hypodermic u100 insulin syringe sterile single use / single patient use 1ml with 8mm needle 0.3mm/30gauge (becton, dickinson uk ltd)","","bd micro-fine + hypodermic u100 insulin syringe sterile single use / single patient use 1ml with 8mm needle 0.3mm/30gauge",,,,,,,
"1714041000033116","","human insulatard penfill 100units/ml suspension for injection 1.5ml cartridges (novo nordisk ltd)","insulin isophane human","human insulatard penfill 100units/ml suspension for injection 1.5ml cartridges",,,,,,,
"12998941000033116","6010201","gliclazide 160mg tablets","gliclazide","gliclazide 160mg tablets",,,,,,,
"14115241000033111","","greenfine hypodermic insulin needles for pre-filled / reusable pen injectors screw on 5mm/31gauge (neon diagnostics ltd)","","greenfine hypodermic insulin needles for pre-filled / reusable pen injectors screw on 5mm/31gauge",,,,,,,
"12593341000033117","","yaltormin sr 1000mg tablets (wockhardt uk ltd)","metformin hydrochloride","yaltormin sr 1000mg tablets",,,,,,,
"8318441000033113","","humapen savvio hypodermic insulin injection pen reusable for 3ml cartridge 1 unit dial up / range 1-60 units pink (eli lilly and company ltd)","","humapen savvio hypodermic insulin injection pen reusable for 3ml cartridge 1 unit dial up / range 1-60 units",,,,,,,
"577841000033114","","fluoxetine 20mg capsules","","",,,,,,,
